experiment,region,year,evspsbl_10,evspsbl_90,evspsbl_50,evspsbl_corr
Historical,Mogilev,1919,7.306,17.635,11.136,9.324
Historical,Mogilev,1920,6.938,17.212,11.019,7.899
Historical,Mogilev,1921,7.543,17.954,11.404,8.542
Historical,Mogilev,1922,5.449,18.485,10.647,7.647
Historical,Mogilev,1923,7.351,16.467,11.920,8.070
Historical,Mogilev,1924,6.640,16.845,10.376,8.066
Historical,Mogilev,1925,7.315,19.635,10.762,8.435
Historical,Mogilev,1926,6.674,17.541,11.555,8.284
Historical,Mogilev,1927,5.827,17.844,11.330,9.264
Historical,Mogilev,1928,7.020,20.792,11.217,9.616
Historical,Mogilev,1929,4.289,17.415,10.501,6.050
Historical,Mogilev,1930,6.248,21.319,11.116,8.409
Historical,Mogilev,1931,6.397,18.510,11.569,9.467
Historical,Mogilev,1932,4.862,16.831,11.117,6.708
Historical,Mogilev,1933,6.002,16.656,11.312,8.157
